"","date","confirmed","deaths","recovered"
"1",2020-01-03,NA,NA,NA
"2",2020-01-04,NA,NA,NA
"3",2020-01-05,NA,NA,NA
"4",2020-01-06,NA,NA,NA
"5",2020-01-07,NA,NA,NA
"6",2020-01-08,NA,NA,NA
"7",2020-01-09,NA,NA,NA
"8",2020-01-10,NA,NA,NA
"9",2020-01-11,NA,NA,NA
"10",2020-01-12,NA,NA,NA
"11",2020-01-13,NA,NA,NA
"12",2020-01-14,NA,NA,NA
"13",2020-01-15,NA,NA,NA
"14",2020-01-16,NA,NA,NA
"15",2020-01-17,NA,NA,NA
"16",2020-01-18,NA,NA,NA
"17",2020-01-19,NA,NA,NA
"18",2020-01-20,NA,NA,NA
"19",2020-01-21,NA,NA,NA
"20",2020-01-22,NA,NA,NA
"21",2020-01-23,NA,NA,NA
"22",2020-01-24,NA,NA,NA
"23",2020-01-25,NA,NA,NA
"24",2020-01-26,NA,NA,NA
"25",2020-01-27,NA,NA,NA
"26",2020-01-28,NA,NA,NA
"27",2020-01-29,NA,NA,NA
"28",2020-01-30,NA,NA,NA
"29",2020-01-31,NA,NA,NA
"30",2020-02-01,NA,NA,NA
"31",2020-02-02,NA,NA,NA
"32",2020-02-03,NA,NA,NA
"33",2020-02-04,NA,NA,NA
"34",2020-02-05,NA,NA,NA
"35",2020-02-06,NA,NA,NA
"36",2020-02-07,NA,NA,NA
"37",2020-02-08,NA,NA,NA
"38",2020-02-09,NA,NA,NA
"39",2020-02-10,NA,NA,NA
"40",2020-02-11,NA,NA,NA
"41",2020-02-12,NA,NA,NA
"42",2020-02-13,NA,NA,NA
"43",2020-02-14,NA,NA,NA
"44",2020-02-15,NA,NA,NA
"45",2020-02-16,NA,NA,NA
"46",2020-02-17,NA,NA,NA
"47",2020-02-18,NA,NA,NA
"48",2020-02-19,NA,NA,NA
"49",2020-02-20,NA,NA,NA
"50",2020-02-21,NA,NA,NA
"51",2020-02-22,NA,NA,NA
"52",2020-02-23,NA,NA,NA
"53",2020-02-24,NA,NA,NA
"54",2020-02-25,NA,NA,NA
"55",2020-02-26,NA,NA,NA
"56",2020-02-27,NA,NA,NA
"57",2020-02-28,NA,NA,NA
"58",2020-02-29,NA,NA,NA
"59",2020-03-01,NA,NA,NA
"60",2020-03-02,2,NA,NA
"61",2020-03-03,2,NA,NA
"62",2020-03-04,2,NA,NA
"63",2020-03-05,2,NA,NA
"64",2020-03-06,4,NA,NA
"65",2020-03-07,4,NA,NA
"66",2020-03-08,6,NA,NA
"67",2020-03-09,19,NA,NA
"68",2020-03-10,27,NA,2
"69",2020-03-11,34,1,NA
"70",2020-03-12,34,1,NA
"71",2020-03-13,69,4,NA
"72",2020-03-14,96,5,8
"73",2020-03-15,117,5,NA
"74",2020-03-16,134,5,NA
"75",2020-03-17,172,5,NA
"76",2020-03-18,227,19,11
"77",2020-03-19,311,25,NA
"78",2020-03-20,369,32,15
"79",2020-03-21,450,38,NA
"80",2020-03-22,514,48,29
"81",2020-03-23,579,49,NA
"82",2020-03-24,686,55,30
"83",2020-03-25,790,58,31
"84",2020-03-26,893,78,35
"85",2020-03-27,1046,87,46
"86",2020-03-28,1155,102,59
"87",2020-03-29,1285,114,64
"88",2020-03-30,1414,122,75
"89",2020-03-31,1528,136,81
"90",2020-04-01,1677,157,103
"91",2020-04-02,1790,170,112
"92",2020-04-03,1986,181,134
"93",2020-04-04,2092,191,150
"94",2020-04-05,2273,198,164
"95",2020-04-06,2491,209,192
"96",2020-04-07,2738,221,204
"97",2020-04-08,2956,240,222
"98",2020-04-09,3293,280,252
"99",2020-04-10,3512,306,282
"100",2020-04-11,3842,327,286
"101",2020-04-12,4241,373,359
"102",2020-04-13,4557,399,380
"103",2020-04-14,4839,459,426
"104",2020-04-15,5136,469,446
"105",2020-04-16,5516,496,548
"106",2020-04-17,5923,520,607
"107",2020-04-18,6248,535,631
"108",2020-04-19,6575,582,686
"109",2020-04-20,6760,590,747
"110",2020-04-21,7135,616,842
"111",2020-04-22,7418,635,913
"112",2020-04-23,7775,647,960
"113",2020-04-24,8211,689,1002
"114",2020-04-25,8607,720,1042
"115",2020-04-26,8882,743,1107
"116",2020-04-27,9096,765,1151
"117",2020-04-28,9511,773,1254
"118",2020-04-29,9771,784,1391
"119",2020-04-30,10118,792,1522
"120",2020-05-01,10551,800,1591
"121",2020-05-02,10843,831,1665
"122",2020-05-03,11192,845,1876
"123",2020-05-04,11587,864,1954
"124",2020-05-05,12071,872,2197
"125",2020-05-06,12438,895,2317
"126",2020-05-07,12776,930,2381
"127",2020-05-08,13112,943,2494
"128",2020-05-09,13645,959,2607
"129",2020-05-10,14032,973,2698
"130",2020-05-11,14265,991,2881
"131",2020-05-12,14749,1007,3063
"132",2020-05-13,15438,1028,3287
"133",2020-05-14,16006,1043,3518
"134",2020-05-15,16496,1076,3803
"135",2020-05-16,17025,1089,3911
"136",2020-05-17,17514,1148,4129
"137",2020-05-18,18010,1191,4324
"138",2020-05-19,18496,1221,4467
"139",2020-05-20,19189,1242,4575
"140",2020-05-21,20162,1278,4838
"141",2020-05-22,20796,1326,5057
"142",2020-05-23,21745,1351,5249
"143",2020-05-24,22271,1372,5402
"144",2020-05-25,22750,1391,5642
"145",2020-05-26,23165,1418,5877
"146",2020-05-27,23851,1473,6057
"147",2020-05-28,24538,1496,6240
"148",2020-05-29,25216,1520,6492
"149",2020-05-30,25773,1573,7015
"150",2020-05-31,26473,1613,7308
"151",2020-06-01,26940,1641,7637
"152",2020-06-02,27549,1663,7935
"153",2020-06-03,28233,1698,8406
"154",2020-06-04,28818,1721,8892
"155",2020-06-05,29521,1770,9443
"156",2020-06-06,30514,1801,9907
"157",2020-06-07,31186,1851,10498
"158",2020-06-08,32033,1883,10904
"159",2020-06-09,33076,1923,11414
"160",2020-06-10,34316,1959,12129
"161",2020-06-11,35295,2000,12636
"162",2020-06-12,36406,2048,13213
"163",2020-06-13,37420,2091,13776
"164",2020-06-14,38277,2134,14531
"165",2020-06-15,39294,2198,15123
"166",2020-06-16,40400,2231,15703
"167",2020-06-17,41431,2276,16243
"168",2020-06-18,42762,2339,16798
"169",2020-06-19,43803,2373,17349
"170",2020-06-20,45029,2429,17883
"171",2020-06-21,45891,2465,18404
"172",2020-06-22,46845,2500,18735
"173",2020-06-23,47896,2535,19241
"174",2020-06-24,49009,2573,19658
"175",2020-06-25,50187,2620,20449
"176",2020-06-26,51427,2683,21333
"177",2020-06-27,52812,2720,21909
"178",2020-06-28,54010,2754,22936
"179",2020-06-29,55092,2805,23800
"180",2020-06-30,56385,2876,24806
"181",2020-07-01,57770,2934,25595
"182",2020-07-02,59394,2987,26667
"183",2020-07-03,60695,3036,27568
"184",2020-07-04,62142,3089,28219
"185",2020-07-05,63749,3171,29105
"186",2020-07-06,64958,3241,29919
"187",2020-07-07,66226,3309,30785
"188",2020-07-08,68079,3359,31585
"189",2020-07-09,70736,3417,32651
"190",2020-07-10,72347,3469,33529
"191",2020-07-11,74018,3535,34719
"192",2020-07-12,75699,3606,35638
"193",2020-07-13,76981,3656,36689
"194",2020-07-14,78572,3710,37636
"195",2020-07-15,80094,3797,39050
"196",2020-07-16,81668,3873,40345
"197",2020-07-17,83130,3957,41834
"198",2020-07-18,84882,4016,43268
"199",2020-07-19,86521,4143,45401
"200",2020-07-20,88214,4239,46977
"201",2020-07-21,89869,4320,48466
"202",2020-07-22,91751,4459,50255
"203",2020-07-23,93657,4576,52164
"204",2020-07-24,95418,4665,53945
"205",2020-07-25,97286,4714,55354
"206",2020-07-26,98778,4781,56655
"207",2020-07-27,100303,4838,58173
"208",2020-07-28,102051,4901,60539
"209",2020-07-29,104432,4975,62138
"210",2020-07-30,106336,5058,64292
"211",2020-07-31,108376,5131,65907
"212",2020-08-01,109936,5193,67919
"213",2020-08-02,111455,5236,68975
"214",2020-08-03,113134,5302,70237
"215",2020-08-04,115056,5388,72050
"216",2020-08-05,116871,5452,73889
"217",2020-08-06,118753,5521,75645
"218",2020-08-07,121226,5593,77557
"219",2020-08-08,123503,5658,79306
"220",2020-08-09,125396,5723,80952
"221",2020-08-10,127083,5765,82236
"222",2020-08-11,128776,5824,83710
"223",2020-08-12,130718,5903,85798
"224",2020-08-13,132816,5968,87558
"225",2020-08-14,135123,6021,89618
"226",2020-08-15,137468,6071,91321
"227",2020-08-16,139549,6150,93103
"228",2020-08-17,141370,6207,94458
"229",2020-08-18,143043,6277,96306
"230",2020-08-19,144945,6346,98657
"231",2020-08-20,147211,6418,100674
"232",2020-08-21,149408,6500,102991
"233",2020-08-22,151498,6594,105198
"234",2020-08-23,153535,6680,107500
"235",2020-08-24,155412,6759,111060
"236",2020-08-25,157859,6858,112867
"237",2020-08-26,160165,6944,115409
"238",2020-08-27,162884,7064,118575
"239",2020-08-28,165887,7169,120900
"240",2020-08-29,169195,7261,122802
"241",2020-08-30,172053,7343,124185
"242",2020-08-31,174796,7417,125959
"243",2020-09-01,177571,7505,128057
"244",2020-09-02,180646,7616,129971
"245",2020-09-03,184268,7750,132055
"246",2020-09-04,187537,7832,134181
"247",2020-09-05,190665,7940,136401
"248",2020-09-06,194109,8025,138575
"249",2020-09-07,196989,8130,140652
"250",2020-09-08,200035,8230,142958
"251",2020-09-09,203342,8336,145200
"252",2020-09-10,207203,8456,147510
"253",2020-09-11,210940,8544,150217
"254",2020-09-12,214746,8650,152458
"255",2020-09-13,218382,8723,155010
"256",2020-09-14,221523,8841,158405
"257",2020-09-15,225030,8965,161065
"258",2020-09-16,228993,9100,164101
"259",2020-09-17,232628,9222,166686
"260",2020-09-18,236519,9336,170774
"261",2020-09-19,240687,9448,174350
"262",2020-09-20,244676,9553,177327
"263",2020-09-21,248852,9677,180797
"264",2020-09-22,252923,9837,184298
"265",2020-09-23,257388,9977,187958
"266",2020-09-24,262022,10105,191853
"267",2020-09-25,266845,10218,196196
"268",2020-09-26,271339,10308,199403
"269",2020-09-27,275213,10386,203014
"270",2020-09-28,278722,10473,206870
"271",2020-09-29,282724,10601,210437
"272",2020-09-30,287008,10740,214947
"273",2020-10-01,291182,10856,218487
"274",2020-10-02,295499,10972,221340
"275",2020-10-03,299506,11055,225052
"276",2020-10-04,303498,11151,228453
"277",2020-10-05,307120,11253,232593
"278",2020-10-06,311176,11374,236437
"279",2020-10-07,315714,11472,240291
"280",2020-10-08,320564,11580,244060
"281",2020-10-09,324658,11677,247667
"282",2020-10-10,328952,11765,251481
"283",2020-10-11,333449,11844,255027
"284",2020-10-12,336716,11935,258519
"285",2020-10-13,340622,12027,263296
"286",2020-10-14,344749,12156,267851
"287",2020-10-15,349160,12268,273661
"288",2020-10-16,353461,12347,277544
"289",2020-10-17,357762,12431,281592
"290",2020-10-18,361867,12511,285324
"291",2020-10-19,365240,12617,289243
"292",2020-10-20,368842,12734,293653
"293",2020-10-21,373109,12857,297509
"294",2020-10-22,377541,12959,301006
"295",2020-10-23,381910,13077,305100
"296",2020-10-24,385980,13205,309219
"297",2020-10-25,389712,13299,313764
"298",2020-10-26,392934,13411,317672
"299",2020-10-27,396454,13512,322248
"300",2020-10-28,400483,13612,325793
"301",2020-10-29,404048,13701,329778
"302",2020-10-30,406945,13782,334295
"303",2020-10-31,410088,13869,337801
"304",2020-11-01,412784,13943,341942
"305",2020-11-02,415402,14044,345566
"306",2020-11-03,418375,14146,349497
"307",2020-11-04,421731,14259,353282
"308",2020-11-05,425796,14348,357142
"309",2020-11-06,429574,14442,360705
"310",2020-11-07,433836,14540,364417
"311",2020-11-08,437716,14614,368298
"312",2020-11-09,440569,14689,372266
"313",2020-11-10,444348,14761,375741
"314",2020-11-11,448118,14836,378982
"315",2020-11-12,452291,14933,382084
"316",2020-11-13,457735,15037,385094
"317",2020-11-14,463007,15148,388094
"318",2020-11-15,467113,15211,391991
"319",2020-11-16,470648,15296,395443
"320",2020-11-17,474455,15393,398636
"321",2020-11-18,478720,15503,402347
"322",2020-11-19,483518,15600,406612
"323",2020-11-20,488310,15678,410552
"324",2020-11-21,493308,15774,413955
"325",2020-11-22,497668,15884,418188
"326",2020-11-23,502110,16002,422386
"327",2020-11-24,506302,16111,425313
"328",2020-11-25,511836,16225,429807
"329",2020-11-26,516753,16352,433649
"330",2020-11-27,522581,16521,437456
"331",2020-11-28,527999,16646,441983
"332",2020-11-29,534266,16815,445793
"333",2020-11-30,538883,16945,450518
"334",2020-12-01,543975,17081,454879
"335",2020-12-02,549508,17199,458880
"336",2020-12-03,557877,17355,462553
"337",2020-12-04,563680,17479,466178
"338",2020-12-05,569707,17589,470449
"339",2020-12-06,575796,17740,474771
"340",2020-12-07,581550,17867,479202
"341",2020-12-08,586842,18000,483497
"342",2020-12-09,592900,18171,487445
"343",2020-12-10,598933,18336,491975
"344",2020-12-11,605243,18511,496886
"345",2020-12-12,611631,18653,501376
"346",2020-12-13,617820,18819,505836
"347",2020-12-14,623309,18956,510957
"348",2020-12-15,629429,19111,516656
"349",2020-12-16,636154,19248,521984
"350",2020-12-17,643508,19390,526979
"351",2020-12-18,650197,19514,531995
"352",2020-12-19,657948,19659,536260
"353",2020-12-20,664930,19880,541811
"354",2020-12-21,671778,20085,546884
"355",2020-12-22,678125,20257,552722
"356",2020-12-23,685639,20408,558703
"357",2020-12-24,692838,20589,563980
"358",2020-12-25,700097,20847,570304
"359",2020-12-26,706837,20994,576693
"360",2020-12-27,713365,21237,583676
"361",2020-12-28,719219,21452,589978
"362",2020-12-29,727122,21703,596783
"363",2020-12-30,735124,21944,603741
"364",2020-12-31,743198,22138,611097
"365",2021-01-01,751270,22329,617936
"366",2021-01-02,758473,22555,625518
"367",2021-01-03,765350,22734,631937
"368",2021-01-04,772103,22911,639103
"369",2021-01-05,779548,23109,645746
"370",2021-01-06,788402,23296,652513
"371",2021-01-07,797723,23520,659437
"372",2021-01-08,808340,23753,666883
"373",2021-01-09,818386,23947,673511
"374",2021-01-10,828026,24129,681024
"375",2021-01-11,836718,24343,688739
"376",2021-01-12,846765,24645,695807
"377",2021-01-13,858043,24951,703464
"378",2021-01-14,869600,25246,711205
"379",2021-01-15,882418,25484,718696
"380",2021-01-16,896642,25767,727358
"381",2021-01-17,907929,25987,736460
"382",2021-01-18,917015,26282,745935
"383",2021-01-19,927380,26590,753948
"384",2021-01-20,939948,26857,763703
"385",2021-01-21,951651,27203,772790
"386",2021-01-22,965283,27453,781147
"387",2021-01-23,977474,27664,791059
"388",2021-01-24,989262,27835,798810
"389",2021-01-25,999256,28132,809488
"390",2021-01-26,1012350,28468,820356
"391",2021-01-27,1024298,28855,831330
"392",2021-01-28,1037993,29331,842122
"393",2021-01-29,1051795,29518,852260
"394",2021-01-30,1066313,29728,862502
"395",2021-01-31,1078314,29998,873221
"396",2021-02-01,1089308,30277,883682
"397",2021-02-02,1099687,30581,896530
"398",2021-02-03,1111671,30770,905665
"399",2021-02-04,1123105,31001,917306
"400",2021-02-05,1134854,31202,926980
"401",2021-02-06,1147010,31393,939184
"402",2021-02-07,1157837,31556,949990
"403",2021-02-08,1166079,31763,963028
"404",2021-02-09,1174779,31976,973452
"405",2021-02-10,1183555,32167,982972
"406",2021-02-11,1191990,32381,993117
"407",2021-02-12,1201859,32656,1004117
"408",2021-02-13,1210703,32936,1016036
"409",2021-02-14,1217468,33183,1025273
"410",2021-02-15,1223930,33367,1032065
"411",2021-02-16,1233959,33596,1039674
"412",2021-02-17,1243646,33788,1047676
"413",2021-02-18,1252685,33969,1058222
"414",2021-02-19,1263299,34152,1069005
"415",2021-02-20,1271353,34316,1078840
"416",2021-02-21,1278653,34489,1087076
"417",2021-02-22,1288833,34691,1096994
"418",2021-02-23,1298608,35014,1104990
"419",2021-02-24,1306141,35254,1112725
"420",2021-02-25,1314634,35518,1121411
"421",2021-02-26,1322866,35786,1128672
"422",2021-02-27,1329074,35981,1136054
"423",2021-02-28,1334634,36166,1142703
"424",2021-03-01,1341314,36325,1151915
"425",2021-03-02,1347026,36518,1160863
"426",2021-03-03,1353834,36721,1169916
"427",2021-03-04,1361098,36897,1176356
"428",2021-03-05,1368069,37026,1182687
"429",2021-03-06,1373836,37154,1189510
"430",2021-03-07,1379662,37266,1194656
"431",2021-03-08,1386556,37547,1203381
"432",2021-03-09,1392945,37757,1210877
"433",2021-03-10,1398578,37932,1216433
"434",2021-03-11,1403722,38049,1224603
"435",2021-03-12,1410134,38229,1231454
"436",2021-03-13,1414741,38329,1237470
"437",2021-03-14,1419455,38426,1243117
"438",2021-03-15,1425044,38573,1249947
"439",2021-03-16,1430458,38753,1257663
"440",2021-03-17,1437283,38915,1266673
"441",2021-03-18,1443853,39142,1272958
"442",2021-03-19,1450132,39339,1278965
"443",2021-03-20,1455788,39447,1284725
"444",2021-03-21,1460184,39550,1290790
"445",2021-03-22,1465928,39711,1297967
"446",2021-03-23,1471225,39865,1304921
"447",2021-03-24,1476452,39983,1312543
"448",2021-03-25,1482559,40081,1317199
"449",2021-03-26,1487541,40166,1322878
"450",2021-03-27,1492002,40364,1327121
"451",2021-03-28,1496085,40449,1331400
"452",2021-03-29,1501093,40581,1336818
"453",2021-03-30,1505775,40754,1342695
"454",2021-03-31,1511712,40858,1348330
"455",2021-04-01,1517854,41054,1355578
"456",2021-04-02,1523179,41151,1361017
"457",2021-04-03,1527524,41242,1366214
"458",2021-04-04,1534255,41669,1375877
"459",2021-04-05,1537967,41815,1381677
"460",2021-04-06,1542516,41977,1385973
"461",2021-04-07,1547376,42064,1391742
"462",2021-04-08,1552880,42227,1399382
"463",2021-04-09,1558145,42348,1405659
"464",2021-04-10,1562868,42443,1409288
"465",2021-04-11,1566995,42530,1414507
"466",2021-04-12,1571824,42656,1419796
"467",2021-04-13,1577526,42782,1426145
"468",2021-04-14,1583182,42906,1431892
"469",2021-04-15,1589359,43073,1438254
"470",2021-04-16,1594722,43196,1444229
"471",2021-04-17,1599763,43328,1450192
"472",2021-04-18,1604348,43424,1455065
"473",2021-04-19,1609300,43567,1461414
"474",2021-04-20,1614849,43777,1468142
"475",2021-04-21,1620569,44007,1475456
"476",2021-04-22,1626812,44172,1481449
"477",2021-04-23,1632248,44346,1487369
"478",2021-04-24,1636792,44500,1492322
"479",2021-04-25,1641194,44594,1496126
"480",2021-04-26,1647138,44771,1501715
"481",2021-04-27,1651794,44939,1506599
"482",2021-04-28,1657035,45116,1511417
"483",2021-04-29,1662868,45334,1517432
"484",2021-04-30,1668368,45521,1522634
"485",2021-05-01,1672880,45652,1526978
"486",2021-05-02,1677274,45796,1530718
"487",2021-05-03,1682004,45949,1535491
"488",2021-05-04,1686373,46137,1541149
"489",2021-05-05,1691658,46349,1547092
"490",2021-05-06,1697305,46496,1552532
"491",2021-05-07,1703632,46663,1558423
"492",2021-05-08,1709762,46842,1563917
"493",2021-05-09,1713684,47012,1568277
"494",2021-05-10,1718575,47218,1574615
"495",2021-05-11,1723596,47465,1580207
"496",2021-05-12,1728204,47617,1584878
"497",2021-05-13,1731652,47716,1589079
"498",2021-05-14,1734285,47823,1592886
"499",2021-05-15,1736670,47967,1597067
"500",2021-05-16,1739750,48093,1600857
"501",2021-05-17,1744045,48305,1606611
"502",2021-05-18,1748230,48477,1612239
"503",2021-05-19,1753101,48669,1616603
"504",2021-05-20,1758898,48887,1621572
"505",2021-05-21,1764644,49073,1626142
"506",2021-05-22,1769940,49205,1629495
"507",2021-05-23,1775220,49328,1633045
"508",2021-05-24,1781127,49455,1638279
"509",2021-05-25,1786187,49627,1642074
"510",2021-05-26,1791221,49771,1645263
"511",2021-05-27,1797499,49907,1649187
"512",2021-05-28,1803361,50100,1654557
"513",2021-05-29,1809926,50262,1659974
"514",2021-05-30,1816041,50404,1663998
"515",2021-05-31,1821703,50578,1669119
"516",2021-06-01,1826527,50723,1674479
"517",2021-06-02,1831773,50908,1680501
"518",2021-06-03,1837126,51095,1691593
"519",2021-06-04,1843612,51296,1697543
"520",2021-06-05,1850206,51449,1701784
"521",2021-06-06,1856038,51612,1705971
"522",2021-06-07,1863031,51803,1711565
"523",2021-06-08,1869325,51992,1717370
"524",2021-06-09,1877050,52162,1723253
"525",2021-06-10,1885942,52373,1728914
"526",2021-06-11,1894025,52566,1735144
"527",2021-06-12,1901490,52730,1740436
"528",2021-06-13,1911358,52879,1745091
"529",2021-06-14,1919547,53116,1751234
"530",2021-06-15,1927708,53280,1757641
"531",2021-06-16,1937652,53476,1763870
"532",2021-06-17,1950276,53753,1771220
"533",2021-06-18,1963266,54043,1779127
"534",2021-06-19,1976172,54291,1786143
"535",2021-06-20,1989909,54662,1792528
"536",2021-06-21,2004445,54956,1801761
"537",2021-06-22,2018113,55291,1810136
"538",2021-06-23,2033421,55594,1817303
"539",2021-06-24,2053995,55949,1826504
"540",2021-06-25,2072867,56371,1835061
"541",2021-06-26,2093962,56729,1842457
"542",2021-06-27,2115304,57138,1850481
"543",2021-06-28,2135998,57561,1859961
"544",2021-06-29,2156465,58024,1869606
"545",2021-06-30,2178272,58491,1880413
"546",2021-07-01,2203108,58995,1890287
"547",2021-07-02,2228938,59534,1901865
"548",2021-07-03,2256851,60027,1915147
"549",2021-07-04,2284084,60582,1928274
"550",2021-07-05,2313829,61140,1942690
"551",2021-07-06,2345018,61868,1958553
"552",2021-07-07,2379397,62908,1973388
"553",2021-07-08,2417788,63760,1994573
"554",2021-07-09,2455912,64631,2023548
"555",2021-07-10,2491006,65457,2052109
"556",2021-07-11,2527203,66464,2084724
"557",2021-07-12,2567630,67355,2119478
"558",2021-07-13,2615529,68219,2139601
"559",2021-07-14,2670046,69210,2157363
"560",2021-07-15,2726803,70192,2176412
"561",2021-07-16,2780803,71397,2204491
"562",2021-07-17,2832755,72489,2232394
"563",2021-07-18,2877476,73582,2261658
"564",2021-07-19,2911733,74920,2293875
"565",2021-07-20,2950058,76200,2323666
"566",2021-07-21,2983830,77583,2356553
"567",2021-07-22,3033339,79032,2392923
"568",2021-07-23,3082410,80598,2431911
"569",2021-07-24,3127826,82013,2471678
"570",2021-07-25,3166505,83279,2509318
"571",2021-07-26,3194733,84766,2549692
"572",2021-07-27,3239936,86835,2596820
"573",2021-07-28,3287727,88659,2640676
"574",2021-07-29,3331206,90552,2686170
"575",2021-07-30,3372374,92311,2730720
"576",2021-07-31,3409658,94119,2770092
"577",2021-08-01,3440396,95723,2809538
"578",2021-08-02,3462800,97291,2842345
"579",2021-08-03,3496700,98889,2873669
"580",2021-08-04,3532567,100636,2907920
"581",2021-08-05,3568331,102375,NA
"582",2021-08-06,3607863,104010,NA
"583",2021-08-07,3639616,105598,NA
"584",2021-08-08,3666031,107096,NA
"585",2021-08-09,3686740,108571,NA
"586",2021-08-10,3718821,110619,NA
"587",2021-08-11,3749446,112198,NA
"588",2021-08-12,3774155,113664,NA
"589",2021-08-13,3804943,115096,NA
"590",2021-08-14,3833541,116366,NA
"591",2021-08-15,3854354,117588,NA
"592",2021-08-16,3871738,118833,NA
"593",2021-08-17,3892479,120013,NA
"594",2021-08-18,3908247,121141,NA
"595",2021-08-19,3930300,122633,NA
"596",2021-08-20,3950304,123981,NA
"597",2021-08-21,3967048,125342,NA
"598",2021-08-22,3979456,126372,NA
"599",2021-08-23,3989060,127214,NA
"600",2021-08-24,4008166,128252,NA
"601",2021-08-25,4026837,129293,NA
"602",2021-08-26,4043736,130182,NA
"603",2021-08-27,4056354,130781,NA
"604",2021-08-28,4066404,131372,NA
"605",2021-08-29,4073831,131923,NA
"606",2021-08-30,4079267,132491,NA
"607",2021-08-31,4089801,133023,NA
"608",2021-09-01,4100138,133676,NA
"609",2021-09-02,4100138,133676,NA
"610",2021-09-03,4116890,134930,NA
"611",2021-09-04,4123617,135469,NA
"612",2021-09-05,4129020,135861,NA
"613",2021-09-06,4133433,136473,NA
"614",2021-09-07,4140634,137156,NA
"615",2021-09-08,4147365,137782,NA
"616",2021-09-09,4153355,138116,NA
"617",2021-09-10,4158731,138431,NA
"618",2021-09-11,4163732,138701,NA
"619",2021-09-12,4167511,138889,NA
"620",2021-09-13,4170088,139165,NA
"621",2021-09-14,4174216,139415,NA
"622",2021-09-15,4178164,139682,NA
"623",2021-09-16,4181309,139919,NA
"624",2021-09-17,4185144,140138,NA
"625",2021-09-18,4188529,140323,NA
"626",2021-09-19,4190763,140468,NA
"627",2021-09-20,4192695,140634,NA
"628",2021-09-21,4195958,140805,NA
"629",2021-09-22,4198678,140954,NA
"630",2021-09-23,4201559,141114,NA
"631",2021-09-24,4204116,141258,NA
"632",2021-09-25,4206253,141381,NA
"633",2021-09-26,4208013,141467,NA
"634",2021-09-27,4209403,141585,NA
"635",2021-09-28,4211460,141709,NA
"636",2021-09-29,4213414,141826,NA
"637",2021-09-30,4215104,141939,NA
"638",2021-10-01,4216728,142026,NA
"639",2021-10-02,4218142,142115,NA
"640",2021-10-03,4219284,142173,NA
"641",2021-10-04,4220206,142261,NA
"642",2021-10-05,4221610,142338,NA
"643",2021-10-06,4223094,142413,NA
"644",2021-10-07,4224487,142494,NA
"645",2021-10-08,4225871,142560,NA
"646",2021-10-09,4227038,142612,NA
"647",2021-10-10,4227932,142651,NA
"648",2021-10-11,4228552,142716,NA
"649",2021-10-12,4229813,142763,NA
"650",2021-10-13,4231046,142811,NA
"651",2021-10-14,4232099,142848,NA
"652",2021-10-15,4233014,142889,NA
"653",2021-10-16,4234011,142933,NA
"654",2021-10-17,4234758,142952,NA
"655",2021-10-18,4235384,142999,NA
"656",2021-10-19,4236287,143049,NA
"657",2021-10-20,4237201,143077,NA
"658",2021-10-21,4237834,143120,NA
"659",2021-10-22,4238594,143153,NA
"660",2021-10-23,4239396,143176,NA
"661",2021-10-24,4240019,143205,NA
"662",2021-10-25,4240479,143235,NA
"663",2021-10-26,4241090,143270,NA
"664",2021-10-27,4241809,143299,NA
"665",2021-10-28,4242532,143333,NA
"666",2021-10-29,4243215,143361,NA
"667",2021-10-30,4243835,143388,NA
"668",2021-10-31,4244358,143405,NA
"669",2021-11-01,4244761,143423,NA
"670",2021-11-02,4245373,143457,NA
"671",2021-11-03,4246174,143481,NA
"672",2021-11-04,4246802,143500,NA
"673",2021-11-05,4247320,143519,NA
"674",2021-11-06,4247721,143534,NA
"675",2021-11-07,4248165,143545,NA
"676",2021-11-08,4248409,143557,NA
"677",2021-11-09,4248843,143578,NA
"678",2021-11-10,4249323,143592,NA
"679",2021-11-11,4249758,143608,NA
"680",2021-11-12,4250157,143628,NA
"681",2021-11-13,4250516,143644,NA
"682",2021-11-14,4250855,143659,NA
"683",2021-11-15,4251076,143670,NA
"684",2021-11-16,4251423,143685,NA
"685",2021-11-17,4251945,143698,NA
"686",2021-11-18,4252345,143709,NA
"687",2021-11-19,4252705,143714,NA
"688",2021-11-20,4253098,143728,NA
"689",2021-11-21,4253412,143739,NA
"690",2021-11-22,4253598,143744,NA
"691",2021-11-23,4253992,143753,NA
"692",2021-11-24,4254443,143766,NA
"693",2021-11-25,4254815,143782,NA
"694",2021-11-26,4255268,143796,NA
"695",2021-11-27,4255672,143807,NA
"696",2021-11-28,4255936,143808,NA
"697",2021-11-29,4256112,143819,NA
"698",2021-11-30,4256409,143830,NA
"699",2021-12-01,4256687,143840,NA
"700",2021-12-02,4256998,143850,NA
"701",2021-12-03,4257243,143858,NA
"702",2021-12-04,4257489,143863,NA
"703",2021-12-05,4257685,143867,NA
"704",2021-12-06,4257815,143876,NA
"705",2021-12-07,4258076,143893,NA
"706",2021-12-08,4258340,143909,NA
"707",2021-12-09,4258560,143918,NA
"708",2021-12-10,4258752,143923,NA
"709",2021-12-11,4258980,143929,NA
"710",2021-12-12,4259143,143936,NA
"711",2021-12-13,4259249,143948,NA
"712",2021-12-14,4259439,143960,NA
"713",2021-12-15,4259644,143969,NA
"714",2021-12-16,4259857,143979,NA
"715",2021-12-17,4260148,143986,NA
"716",2021-12-18,4260380,143998,NA
