date,temp_max,temp_min,temp_mean
2025-05-22,27.0,23.1,24.5
2025-05-23,27.6,23.1,24.5
2025-05-24,29.0,22.7,25.0
2025-05-25,28.3,22.4,24.9
2025-05-26,27.2,22.3,24.4
2025-05-27,30.9,21.4,25.9
2025-05-28,31.3,22.4,26.3
2025-05-29,31.4,21.2,25.5
2025-05-30,30.8,22.1,26.1
2025-05-31,31.6,21.3,25.7
2025-06-01,29.3,22.2,25.2
2025-06-02,30.9,21.3,25.7
2025-06-03,29.5,20.5,25.0
2025-06-04,30.7,22.1,25.9
2025-06-05,30.9,21.5,26.3
2025-06-06,30.5,22.5,25.5
2025-06-07,30.4,22.1,25.8
2025-06-08,31.3,20.4,26.1
2025-06-09,30.4,21.3,25.4
2025-06-10,29.9,21.7,25.2
2025-06-11,29.5,21.8,25.5
2025-06-12,30.9,22.0,25.9
2025-06-13,31.7,21.4,26.3
2025-06-14,31.1,22.2,26.1
2025-06-15,30.8,22.4,25.8
2025-06-16,31.5,22.6,26.4
2025-06-17,30.5,22.9,25.6
2025-06-18,28.9,22.2,24.3
2025-06-19,27.2,22.2,24.2
2025-06-20,29.0,22.6,24.8
2025-06-21,28.1,22.5,24.4
2025-06-22,30.4,21.8,25.1
2025-06-23,29.7,22.1,25.0
2025-06-24,29.1,21.6,24.7
2025-06-25,29.4,20.7,25.0
2025-06-26,30.4,20.3,25.8
2025-06-27,30.2,22.6,26.3
2025-06-28,29.3,21.5,24.0
2025-06-29,27.5,20.4,23.9
2025-06-30,29.7,21.5,24.3
2025-07-01,29.4,21.9,24.5
2025-07-02,29.6,21.7,25.1
2025-07-03,29.5,21.2,24.8
2025-07-04,29.8,20.9,25.3
2025-07-05,29.2,21.1,24.5
2025-07-06,29.4,21.3,24.6
2025-07-07,28.6,21.5,24.3
2025-07-08,29.2,21.3,25.0
2025-07-09,29.5,22.0,24.7
2025-07-10,29.5,20.7,25.1
2025-07-11,28.6,21.8,24.8
2025-07-12,30.4,20.9,25.5
2025-07-13,31.2,20.9,25.5
2025-07-14,29.4,22.2,25.3
2025-07-15,31.4,22.1,26.5
2025-07-16,32.7,22.7,26.6
2025-07-17,31.8,22.7,26.0
2025-07-18,32.1,22.6,26.5
2025-07-19,33.6,19.8,26.7
2025-07-20,34.3,21.8,27.2
2025-07-21,32.2,24.0,27.3
2025-07-22,31.9,20.2,26.1
2025-07-23,32.7,21.1,26.7
2025-07-24,33.7,20.7,27.1
2025-07-25,33.2,22.5,27.3
2025-07-26,33.3,22.5,27.8
2025-07-27,32.6,22.4,26.8
2025-07-28,31.7,22.7,26.1
2025-07-29,30.6,23.1,26.5
2025-07-30,32.4,23.1,26.6
2025-07-31,32.4,22.6,27.3
2025-08-01,32.8,22.1,27.3
2025-08-02,33.1,21.2,27.0
2025-08-03,33.7,22.0,26.0
2025-08-04,30.2,21.5,25.0
2025-08-05,30.4,21.8,25.5
2025-08-06,30.8,21.5,26.0
2025-08-07,31.3,22.4,26.2
2025-08-08,30.4,21.4,25.9
2025-08-09,31.8,22.2,25.8
2025-08-10,32.4,22.1,26.2
2025-08-11,30.5,21.8,25.2
2025-08-12,29.4,21.6,24.2
2025-08-13,29.6,20.3,24.1
2025-08-14,29.2,21.6,24.1
2025-08-15,30.0,20.3,25.1
2025-08-16,31.1,20.1,25.3
2025-08-17,31.5,20.8,26.0
2025-08-18,31.8,20.8,25.2
2025-08-19,27.7,21.5,23.9
2025-08-20,29.9,22.1,25.1
2025-08-21,28.3,21.8,24.7
2025-08-22,30.5,21.3,24.9
2025-08-23,30.1,21.6,25.1
2025-08-24,,,
2025-08-25,,,
