"Index","PTBA.JK.Open","PTBA.JK.High","PTBA.JK.Low","PTBA.JK.Close","PTBA.JK.Volume","PTBA.JK.Adjusted"
"2021-09-28",2500,2640,2500,2630,97944900,1209.25964355469
"2021-09-29",2610,2680,2600,2640,70824000,1213.85766601562
"2021-09-30",2640,2790,2640,2760,81040500,1269.03295898438
"2021-10-01",2760,2810,2700,2720,84607400,1250.64123535156
"2021-10-04",2780,2930,2780,2890,99049500,1328.80627441406
"2021-10-05",2950,3000,2800,2840,121685900,1305.81652832031
"2021-10-06",2920,2960,2810,2840,99269600,1305.81652832031
"2021-10-07",2750,2770,2660,2680,119597200,1232.24951171875
"2021-10-08",2690,2790,2690,2780,62867400,1278.22888183594
"2021-10-11",2810,2880,2780,2840,68436800,1305.81652832031
"2021-10-12",2880,2890,2810,2830,56681900,1301.21850585938
"2021-10-13",2830,2850,2790,2790,29495800,1282.82690429688
"2021-10-14",2800,2850,2790,2820,36796500,1296.62072753906
"2021-10-15",2820,2870,2800,2830,39191200,1301.21850585938
"2021-10-18",2810,2880,2800,2860,53083800,1315.01245117188
"2021-10-19",2860,2860,2810,2820,34372100,1296.62072753906
"2021-10-21",2780,2780,2670,2720,83092500,1250.64123535156
"2021-10-22",2560,2690,2560,2670,46458000,1227.6513671875
"2021-10-25",2830,2850,2720,2740,63608600,1259.83703613281
"2021-10-26",2790,2830,2750,2800,52184000,1287.42468261719
"2021-10-27",2840,2840,2760,2780,37901500,1278.22888183594
"2021-10-28",2730,2730,2610,2640,93386600,1213.85766601562
"2021-10-29",2600,2690,2590,2680,35804400,1232.24951171875
"2021-11-01",2630,2720,2580,2670,51187000,1227.6513671875
"2021-11-02",2650,2670,2580,2600,45731500,1195.4658203125
"2021-11-03",2640,2650,2600,2640,19187100,1213.85766601562
"2021-11-04",2690,2710,2650,2680,27267200,1232.24951171875
"2021-11-05",2680,2680,2630,2650,11416000,1218.45568847656
"2021-11-08",2670,2700,2670,2680,17516800,1232.24951171875
"2021-11-09",2720,2740,2680,2680,21991400,1232.24951171875
"2021-11-10",2690,2690,2650,2680,11782000,1232.24951171875
"2021-11-11",2670,2680,2640,2680,9624900,1232.24951171875
"2021-11-12",2680,2700,2640,2660,13547900,1223.05346679688
"2021-11-15",2660,2660,2500,2510,58991100,1154.08435058594
"2021-11-16",2510,2550,2500,2510,22806700,1154.08435058594
"2021-11-17",2540,2560,2520,2550,24562900,1172.47607421875
"2021-11-18",2550,2550,2510,2540,10476000,1167.87817382812
"2021-11-19",2550,2620,2530,2620,29270100,1204.66174316406
"2021-11-22",2620,2630,2560,2600,17143100,1195.4658203125
"2021-11-23",2670,2690,2620,2640,21397900,1213.85766601562
"2021-11-24",2680,2690,2650,2660,15699500,1223.05346679688
"2021-11-25",2690,2710,2650,2700,21725900,1241.44519042969
"2021-11-26",2690,2690,2580,2600,23076900,1195.4658203125
"2021-11-29",2520,2670,2520,2660,26057700,1223.05346679688
"2021-11-30",2610,2640,2580,2600,29610300,1195.4658203125
"2021-12-01",2580,2650,2580,2600,19843900,1195.4658203125
"2021-12-02",2600,2760,2590,2740,53396300,1259.83703613281
"2021-12-03",2740,2750,2690,2710,15291300,1246.04333496094
"2021-12-06",2710,2750,2690,2750,22381700,1264.43505859375
"2021-12-07",2770,2800,2710,2750,21647800,1264.43505859375
"2021-12-08",2750,2760,2710,2720,15037900,1250.64123535156
"2021-12-09",2740,2750,2710,2720,15640600,1250.64123535156
"2021-12-10",2720,2740,2650,2740,30834000,1259.83703613281
"2021-12-13",2750,2750,2710,2710,19058600,1246.04333496094
"2021-12-14",2710,2730,2670,2730,16520100,1255.23913574219
"2021-12-15",2730,2770,2700,2700,34563600,1241.44519042969
"2021-12-16",2730,2730,2660,2680,23601400,1232.24951171875
"2021-12-17",2700,2730,2660,2730,17001300,1255.23913574219
"2021-12-20",2690,2700,2650,2650,22005300,1218.45568847656
"2021-12-21",2660,2690,2650,2690,12443700,1236.84729003906
"2021-12-22",2700,2720,2690,2700,18016500,1241.44519042969
"2021-12-23",2710,2720,2680,2700,9183800,1241.44519042969
"2021-12-24",2700,2740,2670,2710,15486400,1246.04333496094
"2021-12-27",2730,2730,2690,2700,6821500,1241.44519042969
"2021-12-28",2710,2830,2700,2800,108072700,1287.42468261719
"2021-12-29",2800,2820,2750,2790,28686800,1282.82690429688
"2021-12-30",2750,2760,2700,2710,24442600,1246.04333496094
"2022-01-03",2660,2680,2600,2670,40712700,1227.6513671875
"2022-01-04",2670,2720,2640,2700,27350500,1241.44519042969
"2022-01-05",2740,2770,2710,2730,34201700,1255.23913574219
"2022-01-06",2710,2730,2660,2700,23256700,1241.44519042969
"2022-01-07",2730,2790,2700,2790,69207200,1282.82690429688
"2022-01-10",2790,2790,2740,2780,14976200,1278.22888183594
"2022-01-11",2850,2880,2790,2830,78645300,1301.21850585938
"2022-01-12",2830,2850,2760,2760,19484700,1269.03295898438
"2022-01-13",2770,2830,2770,2810,24127600,1292.02270507812
"2022-01-14",2830,2840,2790,2830,28433000,1301.21850585938
"2022-01-17",2850,2860,2780,2810,17583800,1292.02270507812
"2022-01-18",2830,2830,2730,2820,22623300,1296.62072753906
"2022-01-19",2820,2830,2780,2810,12803500,1292.02270507812
"2022-01-20",2830,2850,2800,2820,18520300,1296.62072753906
"2022-01-21",2800,2830,2790,2830,10488600,1301.21850585938
"2022-01-24",2830,2890,2820,2870,41539700,1319.6103515625
"2022-01-25",2870,2880,2790,2810,22515400,1292.02270507812
"2022-01-26",2810,2870,2810,2870,20867000,1319.6103515625
"2022-01-27",2860,2920,2840,2900,47926500,1333.40417480469
"2022-01-28",2890,2910,2860,2880,22974900,1324.20825195312
"2022-01-31",2890,2890,2830,2850,14587800,1310.41442871094
"2022-02-02",2850,2860,2800,2810,16747000,1292.02270507812
"2022-02-03",2810,2830,2750,2820,17408000,1296.62072753906
"2022-02-04",2820,2820,2790,2790,10788200,1282.82690429688
"2022-02-07",2800,2850,2790,2820,15870300,1296.62072753906
"2022-02-08",2850,2860,2810,2840,12237700,1305.81652832031
"2022-02-09",2840,2900,2820,2870,26572100,1319.6103515625
"2022-02-10",2860,2890,2840,2840,9756900,1305.81652832031
"2022-02-11",2830,2890,2820,2880,22618000,1324.20825195312
"2022-02-14",2860,2950,2850,2910,44303800,1338.00219726562
"2022-02-15",2910,2920,2890,2910,34432700,1338.00219726562
"2022-02-16",2910,2920,2890,2900,18397500,1333.40417480469
"2022-02-17",2900,2920,2880,2900,22027700,1333.40417480469
"2022-02-18",2890,2940,2880,2930,21449300,1347.19812011719
"2022-02-21",2940,2980,2920,2940,39800200,1351.7958984375
"2022-02-22",2940,2970,2910,2940,21463000,1351.7958984375
"2022-02-23",2990,3030,2960,3010,70217300,1383.98156738281
"2022-02-24",3020,3170,2980,3170,131871800,1457.54870605469
"2022-02-25",3200,3240,3130,3140,73101000,1443.75500488281
"2022-03-01",3170,3280,3170,3190,61140500,1466.74462890625
"2022-03-02",3260,3290,3220,3250,48840200,1494.33227539062
"2022-03-04",3300,3550,3300,3540,99834700,1627.67272949219
"2022-03-07",3600,3760,3560,3620,112276900,1664.45617675781
"2022-03-08",3620,3620,3450,3480,74669100,1600.0849609375
"2022-03-09",3480,3580,3450,3540,44823300,1627.67272949219
"2022-03-10",3470,3540,3360,3470,54914800,1595.48718261719
"2022-03-11",3390,3540,3390,3480,30616000,1600.0849609375
"2022-03-14",3480,3520,3260,3310,58766900,1521.919921875
"2022-03-15",3300,3400,3230,3300,39740800,1517.32202148438
"2022-03-16",3310,3390,3310,3380,19332100,1554.10559082031
"2022-03-17",3380,3380,3310,3320,12122900,1526.51794433594
"2022-03-18",3340,3380,3190,3190,173133100,1466.74462890625
"2022-03-21",3230,3270,3190,3220,55014500,1480.53833007812
"2022-03-22",3220,3320,3220,3300,32211000,1517.32202148438
"2022-03-23",3330,3340,3290,3330,25727600,1531.11596679688
"2022-03-24",3360,3390,3320,3350,26027000,1540.31176757812
"2022-03-25",3360,3370,3310,3320,18989500,1526.51794433594
"2022-03-28",3320,3440,3320,3430,31588100,1577.09533691406
"2022-03-29",3450,3450,3360,3370,33505700,1549.5078125
"2022-03-30",3370,3380,3260,3280,43628200,1508.12622070312
"2022-03-31",3280,3340,3280,3290,13814700,1512.72412109375
"2022-04-01",3290,3360,3270,3330,20596500,1531.11596679688
"2022-04-04",3350,3370,3330,3360,17373500,1544.90966796875
"2022-04-05",3360,3480,3360,3480,38725700,1600.0849609375
"2022-04-06",3520,3530,3480,3490,60587800,1604.68298339844
"2022-04-07",3510,3510,3440,3500,28540400,1609.28100585938
"2022-04-08",3500,3600,3480,3600,40875900,1655.26037597656
"2022-04-11",3600,3670,3550,3550,44012000,1632.2705078125
"2022-04-12",3550,3570,3490,3510,27267200,1613.87902832031
"2022-04-13",3570,3760,3540,3760,93553600,1728.82751464844
"2022-04-14",3760,3790,3720,3770,40945400,1733.42553710938
"2022-04-18",3740,3820,3720,3760,28935400,1728.82751464844
"2022-04-19",3750,3780,3730,3750,23595300,1724.22961425781
"2022-04-20",3770,3810,3660,3700,43015000,1701.23999023438
"2022-04-21",3710,3830,3710,3720,41534000,1710.43579101562
"2022-04-22",3710,3750,3670,3690,21773500,1696.64196777344
"2022-04-25",3650,3710,3610,3700,24476200,1701.23999023438
"2022-04-26",3700,3720,3610,3640,24081900,1673.65222167969
"2022-04-27",3620,3700,3620,3700,20516600,1701.23999023438
"2022-04-28",3710,3850,3700,3820,47082900,1756.41528320312
"2022-05-09",3850,3860,3690,3770,55066700,1733.42553710938
"2022-05-10",3660,3710,3560,3660,89346300,1682.84802246094
"2022-05-11",3680,3760,3680,3710,41108200,1705.83776855469
"2022-05-12",3720,3770,3630,3650,54157300,1678.25012207031
"2022-05-13",3710,3830,3670,3800,52937900,1747.21923828125
"2022-05-17",3850,4130,3840,4100,108021000,1885.15771484375
"2022-05-18",4100,4130,3920,4000,123533500,1839.17810058594
"2022-05-19",3940,3970,3890,3950,47998400,1816.18859863281
"2022-05-20",3990,4100,3980,4050,58291500,1862.16796875
"2022-05-23",4100,4160,4070,4100,71425900,1885.15771484375
"2022-05-24",4120,4440,3920,4400,245375200,2023.09619140625
"2022-05-25",4500,4520,4380,4390,142694400,2018.498046875
"2022-05-27",4420,4440,4390,4420,59131500,2032.29211425781
"2022-05-30",4460,4540,4420,4430,70833100,2036.88977050781
"2022-05-31",4460,4540,4440,4530,99567500,2082.86938476562
"2022-06-02",4550,4630,4530,4550,137664800,2092.06518554688
"2022-06-03",4580,4630,4540,4630,160576400,2128.8486328125
"2022-06-06",4310,4310,4310,4310,5083700,2327.88842773438
"2022-06-07",4010,4100,4010,4070,341714900,2198.26147460938
"2022-06-08",4030,4060,4000,4050,97305700,2187.45922851562
"2022-06-09",4050,4130,4040,4070,69345500,2198.26147460938
"2022-06-10",4050,4070,3900,3920,69686500,2117.24438476562
"2022-06-13",3830,3880,3740,3870,86455600,2090.23852539062
"2022-06-14",3860,3910,3810,3880,43898700,2095.63989257812
"2022-06-15",3880,3880,3680,3680,69214900,1987.6171875
"2022-06-16",3730,3860,3720,3820,64469500,2063.23315429688
"2022-06-17",3790,3790,3710,3730,43960700,2014.62280273438
"2022-06-20",3740,3770,3680,3730,27244500,2014.62280273438
"2022-06-21",3800,4070,3780,4030,153209600,2176.65673828125
"2022-06-22",4050,4170,4050,4120,127231900,2225.26708984375
"2022-06-23",4150,4160,3990,4090,64292400,2209.06372070312
"2022-06-24",4110,4140,4080,4090,34837300,2209.06372070312
"2022-06-27",4090,4090,3930,3970,40998500,2144.25
"2022-06-28",3990,4040,3960,4030,33674700,2176.65673828125
"2022-06-29",4020,4060,3980,3990,24862800,2155.05224609375
"2022-06-30",3890,3930,3790,3820,60279700,2063.23315429688
"2022-07-01",3820,3880,3700,3720,52894800,2009.22180175781
"2022-07-04",3720,3790,3620,3680,50271500,1987.6171875
"2022-07-05",3750,3970,3750,3950,60671300,2133.44799804688
"2022-07-06",3900,3920,3780,3860,26374200,2084.83764648438
"2022-07-07",3860,3900,3800,3850,14136700,2079.4365234375
"2022-07-08",3960,4010,3920,3930,37218100,2122.6455078125
"2022-07-11",3940,3970,3850,3870,11693400,2090.23852539062
"2022-07-12",3920,4010,3890,3980,36237800,2149.6513671875
"2022-07-13",4000,4050,3980,4030,43410200,2176.65673828125
"2022-07-14",4020,4080,3980,4060,36588500,2192.86010742188
"2022-07-15",4030,4030,3910,3940,21496700,2128.04663085938
"2022-07-18",3920,3940,3870,3890,15850200,2101.041015625
"2022-07-19",3880,4020,3870,3980,22969200,2149.6513671875
"2022-07-20",4020,4060,4020,4030,31963000,2176.65673828125
"2022-07-21",4040,4060,4010,4020,8932100,2171.255859375
"2022-07-22",4030,4090,4000,4050,20685700,2187.45922851562
"2022-07-25",4080,4120,4060,4060,17318700,2192.86010742188
"2022-07-26",4090,4110,4060,4090,19512700,2209.06372070312
"2022-07-27",4110,4300,4110,4270,77959700,2306.2841796875
"2022-07-28",4290,4310,4180,4270,46216600,2306.2841796875
"2022-07-29",4270,4350,4270,4300,42404400,2322.48754882812
"2022-08-01",4300,4340,4250,4280,26438200,2311.68530273438
"2022-08-02",4280,4300,4180,4190,22471500,2263.07495117188
"2022-08-03",4200,4270,4190,4230,18590500,2284.6796875
"2022-08-04",4230,4230,4100,4110,27594700,2219.86596679688
"2022-08-05",4080,4150,4030,4120,42041100,2225.26708984375
"2022-08-08",4100,4100,4010,4040,44836600,2182.05810546875
"2022-08-09",4070,4140,4050,4070,36672200,2198.26147460938
"2022-08-10",4100,4210,4080,4170,44328300,2252.27270507812
"2022-08-11",4250,4270,4140,4150,44076200,2241.47045898438
"2022-08-12",4150,4180,4110,4150,16067100,2241.47045898438
"2022-08-15",4150,4200,4110,4130,16300500,2230.66821289062
"2022-08-16",4130,4150,4070,4080,19514200,2203.66259765625
"2022-08-18",4130,4180,4100,4130,16799000,2230.66821289062
"2022-08-19",4170,4230,4150,4210,29511500,2273.87744140625
"2022-08-22",4200,4220,4080,4100,26489200,2214.46484375
"2022-08-23",4100,4280,4090,4250,45538300,2295.48168945312
"2022-08-24",4240,4340,4220,4330,41538600,2338.69091796875
"2022-08-25",4330,4510,4310,4360,126329500,2354.89428710938
"2022-08-26",4400,4420,4360,4360,40084500,2354.89428710938
"2022-08-29",4300,4390,4260,4360,34708100,2354.89428710938
"2022-08-30",4380,4430,4310,4340,34388600,2344.09204101562
"2022-08-31",4320,4330,4170,4250,74260800,2295.48168945312
"2022-09-01",4250,4320,4220,4240,32141600,2290.08056640625
"2022-09-02",4280,4320,4240,4260,27124700,2300.88305664062
"2022-09-05",4270,4470,4270,4450,73175300,2403.50439453125
"2022-09-06",4500,4530,4470,4470,35981300,2414.306640625
"2022-09-07",4460,4460,4370,4430,21382600,2392.7021484375
"2022-09-08",4400,4400,4310,4330,31126800,2338.69091796875
"2022-09-09",4330,4370,4260,4310,26030100,2327.88842773438
"2022-09-12",4340,4360,4310,4340,12531400,2344.09204101562
"2022-09-13",4360,4390,4330,4370,13358400,2360.29541015625
"2022-09-14",4370,4390,4310,4360,17757300,2354.89428710938
"2022-09-15",4390,4480,4380,4410,28087800,2381.89990234375
"2022-09-16",4410,4420,4300,4320,35922800,2333.28979492188
"2022-09-19",4320,4330,4200,4220,38555600,2279.2783203125
"2022-09-20",4230,4260,4180,4200,25845100,2268.47607421875
"2022-09-21",4200,4210,4160,4210,25503200,2273.87744140625
"2022-09-22",4210,4350,4200,4340,30196900,2344.09204101562
"2022-09-23",4320,4330,4250,4300,13667700,2322.48754882812
"2022-09-26",4210,4240,4090,4150,50781400,2241.47045898438
"2022-09-27",4150,4200,4140,4170,16453700,2252.27270507812
"2022-09-28",4140,4200,4140,4150,14137400,2241.47045898438
"2022-09-29",4160,4190,4130,4140,14467700,2236.06958007812
"2022-09-30",4120,4180,4070,4170,18311600,2252.27270507812
"2022-10-03",4150,4170,4130,4160,10035000,2246.87158203125
"2022-10-04",4230,4240,4200,4240,18377000,2290.08056640625
"2022-10-05",4250,4270,4200,4210,13327400,2273.87744140625
"2022-10-06",4200,4320,4200,4230,29068300,2284.6796875
"2022-10-07",4230,4290,4230,4290,13954900,2317.08642578125
"2022-10-10",4230,4240,4140,4150,30417100,2241.47045898438
"2022-10-11",4160,4250,4160,4220,13346800,2279.2783203125
"2022-10-12",4230,4300,4210,4260,23061800,2300.88305664062
"2022-10-13",4310,4330,4250,4250,30507400,2295.48168945312
"2022-10-14",4280,4300,4230,4230,14881500,2284.6796875
"2022-10-17",4230,4270,4180,4250,12921500,2295.48168945312
"2022-10-18",4280,4280,3960,3960,82991500,2138.84887695312
"2022-10-19",3720,3870,3690,3730,181494300,2014.62280273438
"2022-10-20",3750,3890,3750,3830,142412300,2068.63427734375
"2022-10-21",3860,3870,3790,3830,33609400,2068.63427734375
"2022-10-24",3840,3860,3780,3780,32953300,2041.62854003906
"2022-10-25",3780,3780,3730,3750,31677000,2025.42517089844
"2022-10-26",3710,3850,3710,3810,34456500,2057.83178710938
"2022-10-27",3850,3870,3780,3790,52332800,2047.02966308594
"2022-10-28",3810,3830,3780,3790,17110100,2047.02966308594
"2022-10-31",3810,3920,3800,3910,61756700,2111.84326171875
"2022-11-01",3880,3880,3740,3750,53983400,2025.42517089844
"2022-11-02",3750,3800,3710,3740,38596200,2020.02392578125
"2022-11-03",3750,3790,3720,3750,19265200,2025.42517089844
"2022-11-04",3760,3790,3750,3750,23911100,2025.42517089844
"2022-11-07",3760,3840,3760,3830,20922900,2068.63427734375
"2022-11-08",3800,3810,3760,3790,19180800,2047.02966308594
"2022-11-09",3780,3780,3660,3660,58128700,1976.81481933594
"2022-11-10",3550,3580,3430,3470,84559700,1874.19348144531
"2022-11-11",3470,3520,3460,3480,27996300,1879.59448242188
"2022-11-14",3490,3550,3460,3480,27835700,1879.59448242188
"2022-11-15",3510,3530,3470,3500,16334300,1890.39685058594
"2022-11-16",3540,3560,3490,3500,23171500,1890.39685058594
"2022-11-17",3500,3560,3460,3550,13789700,1917.40234375
"2022-11-18",3550,3570,3520,3550,11151000,1917.40234375
"2022-11-21",3550,3650,3550,3650,21065200,1971.41381835938
"2022-11-22",3650,3690,3630,3690,15741500,1993.01843261719
"2022-11-23",3690,3740,3680,3700,11413000,1998.41967773438
"2022-11-24",3700,3720,3680,3690,6081200,1993.01843261719
"2022-11-25",3690,3700,3640,3640,6007100,1966.0126953125
"2022-11-28",3640,3710,3640,3680,9513300,1987.6171875
"2022-11-29",3730,3770,3710,3750,14829100,2025.42517089844
"2022-11-30",3780,3810,3770,3800,26589900,2052.4306640625
"2022-12-01",3820,3850,3800,3810,13035900,2057.83178710938
"2022-12-02",3800,3810,3760,3770,8869700,2036.2275390625
"2022-12-05",3800,3800,3690,3690,10447500,1993.01843261719
"2022-12-06",3720,3730,3650,3660,10636100,1976.81481933594
"2022-12-07",3670,3740,3670,3690,15604000,1993.01843261719
"2022-12-08",3700,3710,3610,3700,12590200,1998.41967773438
"2022-12-09",3680,3680,3610,3620,11010300,1955.21032714844
"2022-12-12",3620,3820,3620,3800,24873400,2052.4306640625
"2022-12-13",3800,3800,3720,3720,13723700,2009.22180175781
"2022-12-14",3760,3840,3750,3790,21040500,2047.02966308594
"2022-12-15",3780,3830,3760,3770,14399200,2036.2275390625
"2022-12-16",3750,3800,3720,3800,15471000,2052.4306640625
"2022-12-19",3800,3820,3780,3820,11047100,2063.23315429688
"2022-12-20",3810,3820,3760,3770,12167500,2036.2275390625
"2022-12-21",3790,3790,3740,3760,6824700,2030.82629394531
"2022-12-22",3760,3800,3740,3760,5661500,2030.82629394531
"2022-12-23",3750,3760,3730,3740,6330000,2020.02392578125
"2022-12-26",3740,3750,3690,3700,9093600,1998.41967773438
"2022-12-27",3690,3710,3670,3690,6339500,1993.01843261719
"2022-12-28",3690,3710,3660,3670,5923500,1982.21606445312
"2022-12-29",3670,3690,3660,3670,5196900,1982.21606445312
"2022-12-30",3670,3700,3650,3690,9279800,1993.01843261719
"2023-01-02",3690,3740,3680,3690,3809800,1993.01843261719
"2023-01-03",3690,3740,3680,3730,8567800,2014.62280273438
"2023-01-04",3730,3730,3620,3620,13984400,1955.21032714844
"2023-01-05",3620,3630,3390,3410,29603400,1841.78649902344
"2023-01-06",3400,3500,3380,3430,17087900,1852.5888671875
"2023-01-09",3430,3450,3260,3280,33010300,1771.57189941406
"2023-01-10",3280,3370,3240,3360,17511900,1814.78088378906
"2023-01-11",3380,3410,3310,3400,11056600,1836.38549804688
"2023-01-12",3360,3380,3330,3330,10809700,1798.57763671875
"2023-01-13",3330,3360,3320,3330,6907600,1798.57763671875
"2023-01-16",3320,3350,3300,3320,6438200,1793.17639160156
"2023-01-17",3310,3390,3300,3350,8112900,1809.37976074219
"2023-01-18",3360,3460,3360,3410,10347000,1841.78649902344
"2023-01-19",3410,3490,3410,3490,9464800,1884.99560546875
"2023-01-20",3500,3570,3480,3570,12454900,1928.20471191406
"2023-01-24",3560,3560,3510,3540,12646500,1912.00134277344
"2023-01-25",3540,3540,3480,3480,9716900,1879.59448242188
"2023-01-26",3440,3440,3360,3390,16932400,1830.984375
"2023-01-27",3430,3480,3420,3470,12588300,1874.19348144531
"2023-01-30",3470,3540,3430,3450,8147600,1863.39111328125
"2023-01-31",3420,3480,3400,3400,16209800,1836.38549804688
"2023-02-01",3400,3430,3360,3380,13751700,1825.58312988281
"2023-02-02",3390,3420,3370,3420,12761100,1847.18774414062
"2023-02-03",3390,3400,3320,3330,17534100,1798.57763671875
"2023-02-06",3330,3350,3250,3260,31840600,1760.76977539062
"2023-02-07",3340,3470,3330,3470,34808600,1874.19348144531
"2023-02-08",3500,3530,3420,3490,15272900,1884.99560546875
"2023-02-09",3450,3490,3400,3480,15367900,1879.59448242188
"2023-02-10",3430,3430,3350,3370,20199900,1820.18225097656
"2023-02-13",3400,3440,3360,3370,12384800,1820.18225097656
"2023-02-14",3370,3430,3360,3400,7805600,1836.38549804688
"2023-02-15",3400,3510,3400,3440,18276700,1857.99011230469
"2023-02-16",3450,3520,3430,3510,13802700,1895.79809570312
"2023-02-17",3490,3500,3470,3490,8531200,1884.99560546875
"2023-02-20",3490,3580,3470,3570,11345300,1928.20471191406
"2023-02-21",3580,3580,3520,3520,5918800,1901.19897460938
"2023-02-22",3550,3590,3510,3540,6890700,1912.00134277344
"2023-02-23",3560,3610,3540,3560,8374700,1922.80358886719
"2023-02-24",3600,3680,3570,3660,15629200,1976.81481933594
"2023-02-27",3710,3780,3700,3730,17146400,2014.62280273438
"2023-02-28",3730,3870,3730,3860,36876800,2084.83764648438
"2023-03-01",3860,3900,3860,3880,19526100,2095.63989257812
"2023-03-02",3880,4000,3820,4000,36403900,2160.45336914062
"2023-03-03",4010,4020,3940,4010,24567900,2165.85473632812
"2023-03-06",4000,4000,3900,3990,19550700,2155.05224609375
"2023-03-07",3950,3970,3830,3830,24036800,2068.63427734375
"2023-03-08",3790,3890,3770,3860,22532000,2084.83764648438
"2023-03-09",3860,3940,3860,3940,23742100,2128.04663085938
"2023-03-10",3940,3940,3880,3890,12200200,2101.041015625
"2023-03-13",3890,3930,3860,3930,16218900,2122.6455078125
"2023-03-14",3920,3920,3830,3830,23028400,2068.63427734375
"2023-03-15",3850,3880,3810,3810,11839300,2057.83178710938
"2023-03-16",3790,3820,3640,3650,28905300,1971.41381835938
"2023-03-17",3660,3880,3660,3880,144938200,2095.63989257812
"2023-03-20",3810,3840,3760,3830,13420800,2068.63427734375
"2023-03-21",3810,3810,3750,3750,9262600,2025.42517089844
"2023-03-24",3770,3800,3710,3710,11071300,2003.82055664062
"2023-03-27",3730,3770,3700,3700,11044100,1998.41967773438
"2023-03-28",3740,3840,3710,3810,20342500,2057.83178710938
"2023-03-29",3860,3960,3830,3910,27957300,2111.84326171875
"2023-03-30",3920,3950,3850,3870,16050300,2090.23852539062
"2023-03-31",3870,3990,3870,3990,22278900,2155.05224609375
"2023-04-03",4000,4060,3990,4040,31523300,2182.05810546875
"2023-04-04",4090,4150,4050,4100,25067200,2214.46484375
"2023-04-05",4100,4100,4050,4070,12105400,2198.26147460938
"2023-04-06",4060,4090,4030,4030,9000200,2176.65673828125
"2023-04-10",4030,4050,3930,3960,13363600,2138.84887695312
"2023-04-11",3960,4010,3950,3980,12151300,2149.6513671875
"2023-04-12",3990,3990,3920,3920,16002900,2117.24438476562
"2023-04-13",3940,4060,3940,3980,21928200,2149.6513671875
"2023-04-14",3980,4030,3930,3970,18329300,2144.25
"2023-04-17",3970,4000,3940,3950,14543500,2133.44799804688
"2023-04-18",3950,4080,3950,4040,22457900,2182.05810546875
"2023-04-26",4040,4140,4040,4140,35310300,2236.06958007812
"2023-04-27",4140,4140,4110,4130,10775200,2230.66821289062
"2023-04-28",4130,4200,4120,4140,18429100,2236.06958007812
"2023-05-02",3860,3860,3860,3860,14301100,2084.83764648438
"2023-05-03",3590,3590,3590,3590,24435700,1939.00695800781
"2023-05-04",3510,3610,3390,3410,125846600,1841.78649902344
"2023-05-05",3400,3400,3310,3360,53580000,1814.78088378906
"2023-05-08",3380,3520,3380,3490,41505500,1884.99560546875
"2023-05-09",3510,3520,3470,3490,17810800,1884.99560546875
"2023-05-10",3490,3540,3480,3490,13856500,1884.99560546875
"2023-05-11",3500,3510,3420,3440,18151200,1857.99011230469
"2023-05-12",3440,3460,3400,3400,13302600,1836.38549804688
"2023-05-15",3400,3460,3380,3410,12768700,1841.78649902344
"2023-05-16",3430,3450,3340,3370,14421100,1820.18225097656
"2023-05-17",3370,3370,3250,3270,37555700,1766.17065429688
"2023-05-19",3250,3250,3100,3120,43420000,1685.15380859375
"2023-05-22",3140,3220,3140,3160,33256500,1706.75830078125
"2023-05-23",3160,3250,3150,3150,23083500,1701.35705566406
"2023-05-24",3150,3190,3110,3110,16240300,1679.75256347656
"2023-05-25",3050,3090,3010,3010,40149100,1625.7412109375
"2023-05-26",3000,3060,2930,2940,30321200,1587.93322753906
"2023-05-29",2980,2980,2840,2960,36353800,1598.73559570312
"2023-05-30",2960,3120,2930,3090,31065600,1668.95031738281
"2023-05-31",3040,3100,2990,3060,30729400,1652.74682617188
"2023-06-05",3090,3170,3080,3150,22083900,1701.35705566406
"2023-06-06",3240,3300,3200,3280,41069800,1771.57189941406
"2023-06-07",3260,3260,3170,3190,35833900,1722.96166992188
"2023-06-08",3230,3310,3210,3300,26853300,1782.37414550781
"2023-06-09",3320,3390,3270,3380,28242500,1825.58312988281
"2023-06-12",3390,3540,3390,3530,44733700,1906.60021972656
"2023-06-13",3520,3550,3460,3490,51190800,1884.99560546875
"2023-06-14",3510,3530,3440,3480,44344200,1879.59448242188
"2023-06-15",3490,3640,3460,3630,97154700,1960.61169433594
"2023-06-16",4000,4060,3820,3820,284014900,2063.23315429688
"2023-06-19",3820,3870,3770,3790,63449900,2047.02966308594
"2023-06-20",3810,3870,3810,3850,62961300,2079.4365234375
"2023-06-21",3870,3880,3840,3850,61158000,2079.4365234375
"2023-06-22",3850,3870,3750,3780,111652300,2041.62854003906
"2023-06-23",3780,3810,3680,3700,225347500,1998.41967773438
"2023-06-26",3150,3150,3150,3150,4857300,2415.63403320312
"2023-06-27",2680,2680,2680,2680,64168100,2055.2060546875
"2023-07-03",2670,2750,2660,2720,116625000,2085.880859375
"2023-07-04",2730,2750,2720,2730,33908200,2093.54956054688
"2023-07-05",2740,2810,2740,2780,47096400,2131.89306640625
"2023-07-06",2790,2830,2790,2810,33725200,2154.89892578125
"2023-07-07",2800,2800,2760,2770,26853600,2124.22436523438
"2023-07-10",2770,2800,2770,2780,20234400,2131.89306640625
"2023-07-11",2770,2770,2730,2760,24286200,2116.5556640625
"2023-07-12",2760,2760,2730,2730,26430800,2093.54956054688
"2023-07-13",2720,2740,2710,2740,16924300,2101.21826171875
